model,N_train,mean_auc_test,std_auc_test,mean_balacc_test,std_balacc_test,mean_acc_test,std_acc_test,mean_fit_eval_seconds
xgboost_onehot,10000,0.49964294696550754,0.0024584787724760424,0.4991100850999905,0.0006171102213818617,0.53609,0.041094238038927054,2.7277899583180747
xgboost_onehot,30000,0.4992046950658991,0.0011952008721087995,0.49919907984751405,0.0003557723050237157,0.4938133333333334,0.15956167971456467,2.30221160252889
xgboost_onehot,100000,0.49996647241856973,0.003093633991666704,0.49988717263791244,0.0003134306005796911,0.42182000000000003,0.2190917317015866,3.1869143644968667
xgboost_onehot,300000,0.497603593843325,0.0006056433971805053,0.4980154203280565,0.0008229790348788937,0.4446666666666667,0.1098382635211124,5.010428746541341
xgboost_onehot,850000,0.4985779450912289,0.00039050556546252547,0.4984364323440657,0.0006029126200245387,0.5276500000000001,0.12985263493668506,11.525118986765543
