model,N_train,mean_auc_test,std_auc_test,mean_balacc_test,std_balacc_test,mean_acc_test,std_acc_test,mean_fit_eval_seconds
cnn_4ch,10000,0.49984315097329546,0.0011109986504425056,0.5002975802242915,0.0008535808000553821,0.5546466666666666,0.11664774851377689,2.0908350149790444
cnn_4ch,30000,0.499961966719174,0.002178064752803386,0.5002449103490604,0.001432096596509637,0.5834,0.08680104319649619,2.813056310017904
cnn_4ch,100000,0.49921497937145815,0.00253133944709838,0.4990121786406864,0.00131256414336692,0.5720766666666667,0.10934900380585703,7.042894045511882
cnn_4ch,300000,0.5003099194125719,0.0006703588090049677,0.4998456707778158,0.0019396876477898054,0.4735466666666666,0.0451811756524034,20.711799780527752
cnn_4ch,850000,0.501038008951226,0.0009523271670696148,0.5003402674985354,0.0004062252364913093,0.49016333333333334,0.09166691024210065,59.04379137357076
